Hour Resolved,Priority,Assignment group,Weightage,Highest Assignment group,Support Level(IE?),Automation Pickup Time (Min),Technician Pickup Time (Min),IE Escalation Time (Hrs),Business Resolution Time (Hrs),Automation Pickup Time Range,Automation Pickup in < 5 Min?,IE Catgory,technician Pickup in < 15 Min?,Week Resolved,Week Escala0d,Resolved < 60 Min?,Knowledge Article Used?,Reopened?,KB Article Used?,05 min or less?,Cluster,Initial Priority,MTTR SLA Met?,MTTA SLA Met?,Reassignment count,Reassign > 5?,Reopen count
14,3,5,30,5,0,2,363,1.250277778,0.891944444,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,13,1,2
11,3,5,30,5,0,2,104,0.96,0.776944444,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,8,1,2
11,3,5,30,5,0,2,219,0.960555556,0.768055556,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,9,1,2
13,3,5,30,5,0,2,103,0.938055556,0.749166667,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,13,1,4
11,3,5,30,5,0,2,156,0.868611111,0.693055556,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,8,1,2
11,3,5,30,5,0,4,155,0.845555556,0.663611111,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,9,1,2
11,3,5,30,5,0,13,212,0.171111111,0.659722222,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,12,1,2
11,3,5,30,5,0,6,97,0.831944444,0.656388889,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,11,1,2
13,3,5,30,5,0,6,154,0.833611111,0.656388889,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,17,1,4
13,3,5,30,5,0,14,451,0.163055556,0.653055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,16,1,4
13,3,6,10,5,1,10,97,0.155,0.650277778,2,0,0,0,33,33,0,1,1,1,1,2,3,1,1,24,1,4
11,3,5,30,5,0,5,153,0.813888889,0.639722222,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,14,1,2
10,3,5,30,5,0,12,211,0.143333333,0.634166667,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,13,1,2
13,3,5,30,5,0,12,153,0.138611111,0.631388889,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,21,1,4
11,3,5,30,5,0,12,153,0.136666667,0.625833333,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,15,1,2
13,3,5,30,5,0,8,95,0.126944444,0.618611111,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,22,1,5
11,3,5,30,5,0,12,152,0.124444444,0.618055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,8,1,2
13,3,5,30,5,0,12,95,0.123055556,0.615277778,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,19,1,5
13,3,5,30,5,0,10,208,0.099722222,0.593055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,14,1,3
11,3,5,30,5,0,9,149,0.08,0.576944444,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,12,1,2
11,3,5,30,5,0,9,207,0.086388889,0.576944444,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,9,1,2
13,2,5,30,5,0,9,92,0.085,0.573055556,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,17,1,4
13,3,5,30,5,0,6,89,0.056388889,0.523055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,18,1,5
13,3,5,30,5,0,6,443,0.055555556,0.523055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,22,1,4
13,3,5,30,5,0,6,89,0.056666667,0.520277778,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,15,1,3
13,3,6,10,5,1,6,146,0.052222222,0.518055556,2,0,0,0,33,33,0,0,1,1,0,2,3,1,1,13,1,4
13,3,5,30,5,0,6,146,0.048888889,0.518055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,22,1,4
11,3,5,30,5,0,1,85,0.016944444,0.450833333,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,12,1,3
13,3,5,30,5,0,2,142,0.020833333,0.449166667,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,22,1,5
13,3,5,30,5,0,6,137,0.556944444,0.373055556,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,15,1,5
11,3,5,30,5,0,4,78,0.524444444,0.334722222,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,10,1,3
11,3,5,30,5,0,3,78,0.5175,0.334166667,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,10,1,2
11,3,5,30,5,0,2,187,0.4425,0.246388889,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,8,1,2
15,3,5,30,5,0,2,1999,0.016111111,0.446944444,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,8,1,2
12,3,6,10,5,1,940,1011,0.613333333,0,3,0,0,0,33,33,0,1,1,1,1,2,3,1,1,3,0,1
6,2,5,30,5,0,12,18,0.0425,0,2,0,0,0,27,27,1,0,0,0,0,2,2,1,1,6,1,0
6,2,5,30,5,0,11,16,0.054722222,0,2,0,0,0,27,27,1,0,0,0,0,2,2,1,1,6,1,0
6,3,5,30,5,0,10,16,0.048055556,0,2,0,0,0,27,27,1,0,0,0,0,2,3,1,1,6,1,0
6,2,5,30,5,0,10,15,0.036111111,0,2,0,0,0,27,27,1,0,0,0,0,2,2,1,1,6,1,0
6,2,5,30,5,0,4,13,0.014722222,0,1,1,0,1,27,27,1,0,0,0,0,2,2,1,1,4,0,0
6,3,5,30,5,0,4,37,0.040833333,0,1,1,0,0,27,27,1,0,0,0,0,2,3,1,1,4,0,0
16,4,5,30,5,0,1,83,1.3875,8,1,1,0,0,30,30,0,0,0,0,1,2,4,1,1,3,0,0
0,2,5,30,5,0,1,42,0.019722222,0.850555556,1,1,0,0,33,33,1,0,0,0,0,2,2,1,1,5,0,0
0,2,5,30,5,0,1,41,0.015,0.827777778,1,1,0,0,33,33,1,0,0,0,1,2,2,1,1,5,0,0
0,2,5,30,5,0,1,40,0.674444444,0.8175,1,1,0,0,33,33,1,0,0,0,0,2,2,1,1,3,0,0
0,2,5,30,5,0,1,40,0.671388889,0.812777778,1,1,0,0,33,33,1,0,0,0,0,2,2,1,1,3,0,0
10,3,5,30,5,0,1,46,0.761388889,0,1,1,0,0,33,33,0,0,0,0,0,2,3,1,1,3,0,0
14,2,5,30,5,0,2,25,0.415555556,0,1,1,0,0,28,28,1,0,0,0,0,2,2,1,1,3,0,0
11,3,5,30,5,0,2,20,1.22,0,1,1,0,0,28,27,0,0,0,1,0,2,3,1,1,3,0,0
11,3,5,30,5,0,3,87,1.451388889,0,1,1,0,0,28,27,0,0,0,0,1,2,3,1,1,3,0,0
11,3,5,30,5,0,4,86,1.439722222,0,1,1,0,0,28,27,0,0,0,0,0,2,3,1,1,3,0,0
14,2,5,30,5,0,2,25,0.416666667,0,1,1,0,0,28,28,1,0,0,0,0,2,2,1,1,3,0,0
12,2,2,30,2,0,1,46,1.971111111,0,1,1,0,0,33,33,0,1,1,1,0,2,1,1,1,3,0,1
13,3,5,30,5,0,2,125,0.351666667,0.176388889,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,18,1,4
13,3,5,30,5,0,8,60,0.225277778,0.031388889,2,0,0,0,33,33,0,0,1,0,0,2,3,1,1,12,1,3
6,2,5,30,5,0,4,15,0.033888889,0,1,1,0,0,27,27,1,0,0,0,0,2,2,1,1,6,1,0
11,2,5,30,5,0,4,15,1.142777778,0,1,1,0,0,28,27,0,0,0,1,0,2,2,1,1,3,0,0
11,2,5,30,5,0,4,13,1.106666667,0,1,1,0,1,28,27,0,0,0,1,0,2,2,1,1,3,0,0
11,3,5,30,5,0,4,12,97.78888889,22.325,1,1,0,1,28,28,0,0,0,1,0,2,3,1,1,3,0,0
11,3,2,30,2,0,5,13,109.1536111,23.93944444,1,1,0,1,29,29,0,1,0,1,1,2,1,1,1,3,0,0
11,3,2,30,2,0,5,12,109.1347222,23.93333333,1,1,0,1,29,29,0,1,0,1,1,2,1,1,1,3,0,0
12,3,5,30,5,0,5,121,2.021666667,0,1,1,0,0,31,30,0,0,0,1,1,2,3,1,1,3,0,0
13,4,6,10,2,1,75,51,0.878055556,111.6194444,3,0,0,0,31,28,0,1,0,1,1,2,4,1,1,5,0,0
13,3,5,30,5,0,1,44,0.889722222,3.89,1,1,0,0,32,32,0,0,0,0,1,2,3,1,1,3,0,0
13,3,5,30,5,0,1,3,0.893611111,3.89,1,1,0,1,32,32,0,1,0,1,0,2,3,1,1,3,0,0
13,3,5,30,5,0,1,37,0.769166667,3.764444444,1,1,0,0,32,32,0,0,0,0,0,2,3,1,1,3,0,0
13,3,5,30,5,0,1,34,0.723055556,3.717222222,1,1,0,0,32,32,0,0,0,0,0,2,3,1,1,3,0,0
13,3,5,30,5,0,1,12,0.365833333,3.359444444,1,1,0,1,32,32,0,0,0,0,0,2,3,1,1,3,0,0
9,3,5,30,5,0,1,9,0.323611111,7.006111111,1,1,0,1,33,33,0,0,0,1,0,2,3,1,1,5,0,0
9,2,5,30,5,0,1,6,0.274722222,6.957777778,1,1,0,1,33,33,0,0,0,1,0,2,2,1,1,3,0,0
9,2,5,30,5,0,1,6,0.269722222,6.955555556,1,1,0,1,33,33,0,1,0,1,1,2,2,1,1,3,0,0
9,3,5,30,5,0,1,1,0.172222222,1.741666667,1,1,0,1,33,33,0,1,0,1,1,2,3,1,1,3,0,0
7,3,5,30,5,0,1,28,0.566666667,4.749166667,1,1,0,0,33,33,0,0,0,0,0,2,3,1,1,3,0,0
7,3,5,30,5,0,1,27,0.557777778,4.740833333,1,1,0,0,33,33,0,0,0,0,0,2,3,1,1,3,0,0
11,2,5,30,5,0,12,96,0.137222222,0.633611111,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,11,1,2
11,2,5,30,5,0,2,83,0.611388889,0.424166667,1,1,0,0,33,33,0,0,1,0,0,2,2,1,1,9,1,2
11,2,5,30,5,0,7,138,0.561666667,0.385277778,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,8,1,2
11,2,5,30,5,0,6,137,0.566111111,0.370277778,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,7,1,2
11,3,5,30,5,0,3,135,0.509166667,0.334444444,1,1,0,0,33,33,0,0,1,0,0,2,3,1,1,8,1,2
11,2,5,30,5,0,2,74,0.451111111,0.2625,1,1,0,0,33,33,0,0,1,0,0,2,2,1,1,7,1,2
11,2,5,30,5,0,1,71,0.3925,0.215833333,1,1,0,0,33,33,0,0,1,0,0,2,2,1,1,8,1,2
11,2,5,30,5,0,1,125,0.345,0.164166667,1,1,0,0,33,33,0,0,1,0,0,2,2,1,1,7,1,2
11,2,5,30,5,0,14,65,0.300555556,0.126666667,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,8,1,2
11,2,5,30,5,0,14,65,0.299444444,0.126388889,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,8,1,2
21,4,5,30,5,0,1,37,1.275,0.393888889,1,1,0,0,34,34,0,0,0,0,1,2,2,1,1,3,0,0
15,5,5,30,5,0,4,363,6.118611111,7.317222222,1,1,0,0,30,30,0,0,0,0,1,2,5,1,1,3,0,0
12,4,5,30,5,0,3,1,2.884722222,0,1,1,0,1,31,31,0,1,1,1,1,2,4,1,1,3,0,1
12,4,5,30,5,0,4,2,0.692777778,2.622222222,1,1,0,1,31,31,0,0,0,0,1,2,4,1,1,3,0,0
21,4,6,10,5,1,6,81,1.348333333,0,2,0,0,0,33,33,0,0,0,1,1,2,4,1,1,4,0,0
17,4,5,30,5,0,5,261,0.743333333,0,1,1,0,0,34,33,0,0,1,0,1,2,4,1,1,8,1,1
11,3,5,30,5,0,4,4,0.075833333,0,1,1,0,1,33,33,0,0,1,0,0,2,3,1,1,4,0,1
12,3,5,30,5,0,1088,39,0.854444444,0,3,0,0,0,33,33,0,0,1,0,0,2,3,1,1,4,0,1
6,2,5,30,5,0,2,20,0.034444444,0,1,1,0,0,27,27,1,0,0,0,0,2,2,1,1,5,0,0
6,2,5,30,5,0,9,20,0.038333333,0,2,0,0,0,27,27,1,0,0,0,0,2,2,1,1,4,0,0
11,2,5,30,5,0,10,207,0.088333333,0.579722222,2,0,0,0,33,33,0,0,1,0,0,2,2,1,1,7,1,3
11,2,5,30,5,0,2,84,0.608611111,0.430833333,1,1,0,0,33,33,0,0,1,0,0,2,2,1,1,6,1,2
11,2,5,30,5,0,223,9,0.142222222,0,3,0,0,1,33,33,0,0,1,0,0,2,2,1,1,6,1,1
11,2,5,30,5,0,11,7,0.123888889,0,2,0,0,1,33,33,0,0,1,0,0,2,2,1,1,7,1,3
14,2,2,30,2,0,1,114,4.604166667,16,1,1,0,0,30,30,0,1,1,1,1,2,2,0,1,3,0,11
14,3,2,30,2,0,1,89,22.93694444,24,1,1,0,0,34,33,0,1,0,1,1,2,1,1,1,3,0,0
12,5,2,30,2,0,5,21,0.356944444,0,1,1,0,0,28,28,0,0,0,1,1,2,5,1,1,3,0,0
12,4,2,30,2,0,2,37,0.692222222,0,1,1,0,0,29,29,0,1,1,1,1,2,4,1,1,3,0,1
13,4,2,30,2,0,1,56,1.027222222,16,1,1,0,0,30,30,0,1,0,1,1,2,4,1,1,3,0,0
13,5,2,30,2,0,1,25,21.68083333,16,1,1,0,0,30,30,0,0,0,1,1,2,5,1,1,3,0,0
16,4,2,30,2,0,1,80,22.62083333,16,1,1,0,0,30,30,0,0,1,1,0,2,4,1,1,3,0,1
16,4,2,30,2,0,1,48,1.0475,8,1,1,0,0,30,30,0,1,0,1,1,2,4,1,1,3,0,0
16,4,2,30,2,0,1,4,78.00638889,32.87555556,1,1,0,1,31,31,0,1,1,1,1,2,4,1,1,3,0,1
16,4,2,30,2,0,1,389,7.389722222,8,1,1,0,0,31,31,0,1,1,1,1,2,4,1,1,3,0,1
17,4,2,30,2,0,1,195,3.257222222,8,1,1,0,0,33,33,0,0,0,0,0,2,4,1,1,3,0,0
13,3,2,30,2,0,1,44,1.386388889,13.87944444,1,1,0,0,32,32,0,0,0,0,1,2,3,1,1,3,0,0
12,3,2,30,2,0,1,70,1.311944444,0,1,1,0,0,34,34,0,0,0,0,1,2,3,1,1,3,0,0
18,3,2,30,2,0,1,11,34.23055556,24,1,1,0,1,33,33,0,1,0,1,1,2,3,1,1,3,0,0
23,3,2,30,2,0,1,48,0.800277778,1.427777778,1,1,0,0,33,33,0,0,0,0,1,2,3,1,1,3,0,0
19,3,2,30,2,0,856,980,76.9975,24,3,0,0,0,34,34,0,0,1,1,1,2,3,1,1,3,0,1
19,3,2,30,2,0,1,193,53.00166667,24,1,1,0,0,34,34,0,0,1,1,0,2,3,1,1,3,0,1
19,4,7,10,2,1,2,709,13.44027778,191.6508333,1,1,1,0,25,20,0,0,0,1,1,3,4,1,1,4,0,0
19,4,7,10,2,1,2,851,14.21527778,80,1,1,1,0,25,23,0,1,0,1,1,3,4,1,1,4,0,0
19,4,7,10,2,1,3,230,3.840555556,272.0016667,1,1,1,0,27,20,0,0,0,0,1,3,4,1,1,4,0,0
21,4,7,10,2,1,4,870,14.50611111,608.2236111,1,1,1,0,27,12,0,0,1,0,1,3,4,0,1,4,0,1
2,4,7,10,2,1,8562,320,5.894444444,36.25972222,3,0,1,0,27,26,0,1,1,1,1,3,4,0,1,2,0,1
15,4,7,10,2,1,30456,495,8.2475,120,3,0,1,0,27,24,0,0,0,0,1,3,4,1,1,2,0,0
14,2,4,10,2,1,1,51,0.898888889,8,1,1,1,0,33,33,0,0,1,0,1,3,1,1,1,4,0,1
17,4,2,30,2,0,3,126,39.67611111,701.4986111,1,1,0,0,26,9,0,1,0,1,1,3,4,1,1,6,1,0
17,4,2,30,2,0,3,233,57.28083333,660.0133333,1,1,0,0,26,10,0,0,0,1,1,3,4,1,1,3,0,0
16,4,2,30,2,0,3,880,29.82333333,256,1,1,0,0,26,20,0,0,0,1,1,3,4,1,1,3,0,0
19,4,2,30,2,0,3,9,0.143888889,760,1,1,0,1,27,7,0,0,0,0,1,3,4,1,1,6,1,0
0,3,2,30,2,0,3,68,1.161388889,0,1,1,0,0,24,24,0,0,0,1,1,3,3,1,1,3,0,0
18,2,2,30,2,0,2,214,218.7608333,232,1,1,0,0,25,20,0,1,1,1,1,3,2,1,1,3,0,1
20,2,2,30,2,0,3,279,216.5386111,240,1,1,0,0,25,20,0,0,0,0,0,3,2,1,1,5,0,0
13,4,2,30,2,0,4,92,1.558888889,16,1,1,0,0,25,25,0,0,0,1,1,3,4,1,1,3,0,0
20,2,2,30,2,0,4,35,22.32222222,16,1,1,0,0,26,25,0,0,0,1,1,3,1,1,1,3,0,0
17,4,2,30,2,0,3,536,8.958333333,8,1,1,0,0,27,26,0,0,0,1,1,3,4,1,1,3,0,0
13,2,2,30,2,0,2,17,0.287777778,0,1,1,0,0,27,26,0,0,1,0,1,3,1,1,1,3,0,1
19,4,2,30,2,0,3,556,9.365277778,416,1,1,0,0,24,14,0,1,0,1,1,3,4,1,1,3,0,0
18,4,2,30,2,0,4,1377,36.58638889,472,1,1,0,0,25,13,0,0,0,1,1,3,4,1,1,4,0,0
18,4,2,30,2,0,3,247,4.171666667,456,1,1,0,0,25,14,0,0,0,0,1,3,4,1,1,3,0,0
18,4,2,30,2,0,2,118,2.253888889,64,1,1,0,0,25,24,0,1,1,1,0,3,4,1,1,3,0,1
14,4,2,30,2,0,4,78,1.302777778,333.8572222,1,1,0,0,27,18,0,0,0,0,1,3,4,1,1,3,0,0
13,4,2,30,2,0,2,1523,25.40583333,88,1,1,0,0,27,25,0,0,0,0,1,3,4,1,1,3,0,0
14,4,2,30,2,0,5,105,1.746666667,104,1,1,0,0,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,4,4,0.067222222,92.95555556,1,1,0,1,23,21,0,0,0,0,1,3,4,1,1,4,0,0
15,4,2,30,2,0,2,67,1.101111111,92.91444444,1,1,0,0,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,4,2,1.082777778,92.90666667,1,1,0,1,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,3,1,1.071666667,92.88833333,1,1,0,1,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,3,22304,3.097777778,89.95694444,1,1,0,0,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,2,22303,3.061666667,89.91138889,1,1,0,0,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,1,22306,1.123055556,89.91111111,1,1,0,0,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,2,22312,3.053888889,89.90972222,1,1,0,0,23,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,4,26625,3.012777778,97.87833333,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,5,26649,2.976111111,97.84805556,2,0,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,5,26647,2.903333333,97.77833333,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,3,26649,2.908611111,97.7775,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,2,1,2.303055556,97.16583333,1,1,0,1,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,3,26421,6.233333333,96,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,3,25872,3.282777778,96,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
15,4,2,30,2,0,3,67,1.1125,88,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
16,4,2,30,2,0,3,23837,2.5875,82.77861111,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
16,4,2,30,2,0,3,84,1.400833333,80.14638889,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
16,4,2,30,2,0,4,67,1.118611111,80,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
16,4,2,30,2,0,3,19636,1.768333333,76.64222222,1,1,0,0,24,22,0,0,0,0,1,3,4,1,1,3,0,0
16,4,2,30,2,0,3,19474,1.063611111,73.97555556,1,1,0,0,24,22,0,0,0,0,1,3,4,1,1,3,0,0
19,4,2,30,2,0,3,28449,1.4775,107.9588889,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
19,4,2,30,2,0,4,27551,3.723888889,104,1,1,0,0,24,21,0,0,0,0,1,3,4,1,1,3,0,0
19,4,2,30,2,0,3,21277,1.451666667,84.32222222,1,1,0,0,24,22,0,0,0,0,1,3,4,1,1,3,0,0
19,2,2,30,2,0,3,10,0.165277778,0,1,1,0,1,26,26,1,0,0,0,1,3,1,1,1,3,0,0
19,2,2,30,2,0,3,38,0.6325,8,1,1,0,0,27,27,0,0,0,0,1,3,1,1,1,3,0,0
20,4,2,30,2,0,1,142,89.78,128,1,1,0,0,27,24,0,1,0,1,1,3,4,1,1,3,0,0
12,4,2,30,2,0,4,54,0.903333333,8,1,1,0,0,26,26,0,0,0,1,1,3,4,1,1,3,0,0
12,2,2,30,2,0,2,658,122.0130556,56,1,1,0,0,27,26,0,1,1,1,1,3,2,1,1,3,0,1
12,1,2,30,2,0,2,28,0.503333333,48,1,1,0,0,27,26,0,0,0,1,1,3,1,1,1,3,0,0
14,2,2,30,2,0,4,327,40.41027778,64,1,1,0,0,27,26,0,1,1,1,1,3,2,1,1,3,0,1
18,4,2,30,2,0,3,126,2.114166667,288,1,1,0,0,27,20,0,0,0,0,1,3,4,1,1,3,0,0
12,2,2,30,2,0,4,34,0.597222222,8,1,1,0,0,27,27,0,0,0,0,1,3,1,1,1,3,0,0
18,2,2,30,2,0,4,31,0.845277778,0,1,1,0,0,28,28,0,1,0,0,1,3,1,1,1,3,0,0
18,2,2,30,2,0,4,20,0.490277778,0,1,1,0,0,28,28,0,1,1,0,0,3,1,1,1,3,0,1
11,1,2,30,2,0,1,16,1.687222222,0,1,1,0,0,33,32,0,0,0,0,0,3,1,1,1,3,0,0
10,3,2,30,2,0,3,1434,23.8925,32,1,1,0,0,29,28,0,1,0,0,1,3,3,1,1,3,0,0
17,2,2,30,2,0,3,55,275.4902778,368,1,1,0,0,28,20,0,0,1,0,1,3,2,1,1,3,0,2
12,2,2,30,2,0,3,29,0.857222222,39.80638889,1,1,0,0,28,27,0,0,0,1,1,3,1,1,1,3,0,0
18,2,2,30,2,0,3,288,216.6575,392,1,1,0,0,28,20,0,0,0,1,1,3,2,1,1,3,0,0
18,2,2,30,2,0,2,314,330.0769444,101.9941667,1,1,0,0,28,28,0,1,1,1,1,3,2,1,1,3,0,2
20,3,2,30,2,0,2,30727,510.3719444,120,1,1,0,0,29,29,0,0,0,0,1,3,3,1,1,2,0,0
20,3,2,30,2,0,2,30728,510.3686111,120,1,1,0,0,29,29,0,0,0,0,1,3,3,1,1,2,0,0
16,3,2,30,2,0,20,31897,510.2913889,128,1,0,0,0,29,29,0,0,0,0,1,3,3,1,1,2,0,0
17,2,2,30,2,0,1,88,1.474444444,200,1,1,0,0,30,25,0,0,1,1,1,3,2,0,1,5,0,1
17,1,2,30,2,0,3,42793,450.0266667,173.7569444,1,1,0,0,30,29,0,0,0,0,1,3,1,1,1,2,0,0
17,1,2,30,2,0,3,36596,346.8655556,152,1,1,0,0,30,29,0,0,0,0,1,3,1,1,1,2,0,0
16,3,2,30,2,0,5,35281,326.1872222,145.9183333,2,0,0,0,30,29,0,0,1,0,1,3,3,1,1,2,0,1
17,3,2,30,2,0,2,35361,326.1841667,145.9155556,1,1,0,0,30,29,0,0,1,0,1,3,3,1,1,2,0,1
17,1,2,30,2,0,3,34371,310.0269444,144,1,1,0,0,30,29,0,0,0,0,1,3,1,1,1,2,0,0
17,1,2,30,2,0,2,34332,309.9722222,144,1,1,0,0,30,29,0,0,0,0,1,3,1,1,1,2,0,0
17,1,2,30,2,0,2,34376,309.9258333,144,1,1,0,0,30,29,0,0,0,0,1,3,1,1,1,2,0,0
18,1,2,30,2,0,4,2,309.9166667,144,1,1,0,1,30,29,0,0,0,0,1,3,1,1,1,2,0,0
16,3,2,30,2,0,2,32765,283.9483333,135.6827778,1,1,0,0,30,29,0,0,0,0,1,3,3,1,1,2,0,0
